,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
15194,Fishing Master,Wii,2007-09-18,58,8.1,HudsonSoft,"Sports,Individual,Nature,Fishing,Fishing",No Online Multiplayer,9,9
5450,SingStar '80s,PlayStation2,2007-09-18,78,8.1,SCEA,"Miscellaneous,Rhythm,Music",1-8 ,22,8
13131,Nancy Drew: The Deadly Secret of Olde World Park,DS,2007-09-18,64,0.0,GorillaSystems,"Adventure,General,General",No info,7,0
11077,MySims,Wii,2007-09-18,68,7.1,EARedwoodShores,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,38,62
16322,Warriors Orochi,Xbox360,2007-09-18,53,7.3,OmegaForce,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",No Online Multiplayer,27,16
15612,Coded Arms: Contagion,PSP,2007-09-18,56,6.8,CreatStudios,"Action,Adventure,Shooter,3D,First-Person,Sci-Fi,Sci-Fi,Arcade",8  Online,20,30
14494,Yu-Gi-Oh! GX Tag Force 2,PSP,2007-09-18,60,8.1,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",Online Multiplayer,7,10
12009,Namco Museum DS,DS,2007-09-18,67,6.5,M2,"Miscellaneous,Compilation,Compilation",4  Online,19,13
15801,Warriors Orochi,PlayStation2,2007-09-18,55,8.4,OmegaForce,"Action,Beat-'Em-Up",1-2 ,14,19
14979,GEON: emotions,Xbox360,2007-09-19,59,8.5,"EidosInteractive,StrawdogStudios","Action,Miscellaneous,Puzzle,General,Puzzle,Puzzle,Matching,Matching",4  Online,13,6
8904,LocoRoco Cocoreccho!,PlayStation3,2007-09-20,72,5.7,SCEJapanStudio,"Puzzle,Action,Platformer,Platformer,2D,2D",1 Player,10,21
9032,Blazing Angels 2: Secret Missions of WWII,PC,2007-09-21,72,4.9,UbisoftRomania,"Simulation,Flight,WWII,WWII,Combat",16  Online,9,9
5534,Chibi-Robo! Park Patrol,DS,2007-09-24,78,7.7,SkipLtd.,"Action Adventure,Fantasy,General,Fantasy",1 Player,14,17
1821,Skate,PlayStation3,2007-09-24,85,8.1,EABlackBox,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",Up to 4 ,31,71
15086,Jackass the Game,PlayStation2,2007-09-24,58,6.9,SidheInteractive,"Action,General",1-4 ,24,21
1109,Company of Heroes: Opposing Fronts,PC,2007-09-24,87,8.6,Relic,"Strategy,Real-Time,Military,General,Military",6  Online,36,250
12023,Dewy's Adventure,Wii,2007-09-25,67,6.3,Konami,"Action,Platformer,Platformer,3D,3D",1-4 ,29,15
8604,Dance Dance Revolution Hottest Party,Wii,2007-09-25,73,7.1,Konami,"Action,Miscellaneous,Rhythm,Dancing,Dancing",1-4 ,16,27
10336,Dance Dance Revolution SuperNOVA 2,PlayStation2,2007-09-25,70,0.0,Konami,"Miscellaneous,Rhythm,Dancing",4  Online,10,0
12326,The Settlers: Rise of an Empire,PC,2007-09-25,66,7.2,BlueByte,"Strategy,General,Management,Government",8  Online,19,50
8627,Soul Nomad & the World Eaters,PlayStation2,2007-09-25,73,8.0,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy",1 Player,31,21
16501,Dragon Blade: Wrath of Fire,Wii,2007-09-25,51,7.2,D3Publisher,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1 Player,19,18
89,Halo 3,Xbox360,2007-09-25,94,8.0,"BungieSoftware,Bungie","Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-4 ,86,4729
13509,CSI: Crime Scene Investigation: Hard Evidence,PC,2007-09-25,63,6.4,TelltaleGames,"Adventure,General,General,Point-and-Click",No Online Multiplayer,9,10
17404,Hot Wheels: Beat That!,Xbox360,2007-09-26,43,5.8,Eutechnyx,"Driving,Racing,Arcade,Arcade,Automobile",1-2 ,9,13
7810,World Series of Poker 2008: Battle for the Bracelets,Xbox360,2007-09-26,74,6.7,LeftFieldProductions,"Miscellaneous,Parlor,Gambling,Gambling",16  Online,10,6
16905,CSI: Crime Scene Investigation: Hard Evidence,Xbox360,2007-09-26,48,5.3,TelltaleGames,"Adventure,General,General,Point-and-Click",No Online Multiplayer,13,16
14926,NBA 08,PlayStation2,2007-09-26,59,0.0,SCEASanDiegoStudios,"Sports,Traditional,Basketball,Sim",2  Online,16,0
15132,Jackass the Game,PSP,2007-09-27,58,6.7,SidheInteractive,"Action,General,General",1-4 ,21,13
14042,Balls of Fury,DS,2007-09-27,62,0.0,BlackLanternStudios,"Sports,Alternative,Individual,Other,Other",No info,7,0
10442,Nostradamus: The Last Prophecy,PC,2007-09-30,70,6.2,KheopsStudio,"Adventure,General,General",No Online Multiplayer,10,9
8467,NBA Live 08,PlayStation3,2007-10-01,73,6.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 8 ,28,10
8675,NBA Live 08,PSP,2007-10-01,73,6.5,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,11,6
420,The Legend of Zelda: Phantom Hourglass,DS,2007-10-01,90,8.0,Nintendo,"Action Adventure,Fantasy,Fantasy,Open-World",2 ,57,533
11495,NBA Live 08,PlayStation2,2007-10-01,68,6.7,EACanada,"Sports,Traditional,Basketball,Sim",2  Online,10,10
12829,Crayola Treasure Adventures,DS,2007-10-01,65,0.0,Crave,"Miscellaneous,Puzzle,Puzzle,General,General",1 Player,14,0
16315,The Chosen - Well of Souls,PC,2007-10-01,53,5.3,Rebelmind,"Role-Playing,Action RPG",1 Player,12,10
8116,NBA Live 08,Xbox360,2007-10-01,73,5.3,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 4 ,37,19
16461,NBA Live 08,Wii,2007-10-01,52,7.1,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",1-4 ,11,21
14088,Spider-Man: Friend or Foe,PlayStation2,2007-10-02,62,8.0,NextLevelGames,"Action,General",1-2 ,15,34
15965,The Legend of Spyro: The Eternal Night,PlayStation2,2007-10-02,54,6.0,KromeStudios,"Action,Platformer,3D",1 Player,18,56
1612,Syphon Filter: Logan's Shadow,PSP,2007-10-02,85,8.6,SonyBend,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",8  Online,41,66
15824,Hot Pixel,PSP,2007-10-02,55,7.0,zSlide,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1-2 ,35,7
2165,Enemy Territory: Quake Wars,PC,2007-10-02,84,8.3,SplashDamage,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",32  Online,55,242
15117,Spider-Man: Friend or Foe,PSP,2007-10-02,58,4.4,ArtificialMindandMovement,"Action,General,General",2  Online,7,11
8824,NBA 2K8,PlayStation2,2007-10-02,72,6.0,VisualConcepts,"Sports,Traditional,Basketball,Sim",10  Online,7,9
14978,Spider-Man: Friend or Foe,Wii,2007-10-02,59,8.3,NextLevelGames,"Action,General,General",1-2 ,29,8
15939,Spider-Man: Friend or Foe,DS,2007-10-02,55,0.0,ArtificialMindandMovement,"Action,General,General",1-2 ,12,0
14613,Spider-Man: Friend or Foe,Xbox360,2007-10-02,60,6.5,NextLevelGames,"Action,General,General",1-2 ,51,30
1482,Project Gotham Racing 4,Xbox360,2007-10-02,85,8.5,BizarreCreations,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,60,169
3247,NBA 2K8,Xbox360,2007-10-02,81,6.8,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",8  Online,33,29
3257,NBA 2K8,PlayStation3,2007-10-02,81,6.8,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",10  Online,18,19
14148,Loki,PC,2007-10-02,61,6.0,Cyanide,"Role-Playing,Action RPG,Action RPG",6  Online,21,43
10295,Buzz! Junior: Jungle Party,PlayStation2,2007-10-02,70,8.0,MagentaSoftware,"Miscellaneous,Trivia / Game Show",1-4 ,13,9
15474,Spider-Man: Friend or Foe,PC,2007-10-02,57,5.9,Beenox,"Action,General,General",1-2 ,9,22
6759,Race Driver: Create & Race,DS,2007-10-02,76,7.6,FirebrandGames,"Driving,Racing,Simulation,General,General,Automobile",4  Online,18,12
4410,FlatOut: Ultimate Carnage,Xbox360,2007-10-02,80,8.6,Bugbear,"Driving,Racing,Demolition Derby,Arcade,Demolition Derby,Automobile",8  Online,44,72
2337,MLB Power Pros,Wii,2007-10-03,83,8.0,Konami,"Sports,Traditional,Team,Baseball,Arcade,Arcade",No Online Multiplayer,12,47
16190,Tetris Splash,Xbox360,2007-10-03,53,7.6,No info,"Miscellaneous,Puzzle,Puzzle,Stacking,Stacking",6  Online,21,12
4262,MLB Power Pros,PlayStation2,2007-10-03,80,8.8,Konami,"Sports,Traditional,Baseball,Arcade",1-2 ,10,11
12806,Crash of the Titans,Xbox360,2007-10-04,65,6.5,RadicalEntertainment,"Action,General,General",No Online Multiplayer,25,59
10980,Crash of the Titans,Wii,2007-10-04,69,6.1,RadicalEntertainment,"Action,General,General",No Online Multiplayer,16,35
10323,Crash of the Titans,PlayStation2,2007-10-04,70,6.6,RadicalEntertainment,"Action,General",1-2 ,12,116
17164,Donkey Kong: Barrel Blast,Wii,2007-10-08,46,7.0,PaonCorporation,"Driving,Racing,Arcade,Kart,Other,Kart",1-4 ,34,37
4994,Nancy Drew: Legend of the Crystal Skull,PC,2007-10-08,79,6.8,HerInteractive,"Adventure,General,General,Point-and-Click",1 Player,9,11
4905,FIFA Soccer 08,PSP,2007-10-08,79,7.5,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,7,16
8489,Thrillville: Off the Rails,Xbox360,2007-10-09,73,3.3,FrontierDevelopments,"Strategy,General,General",No Online Multiplayer,24,38
10150,Thrillville: Off the Rails,Wii,2007-10-09,70,3.2,FrontierDevelopments,"Strategy,General,General",No Online Multiplayer,14,43
10441,Thrillville: Off the Rails,PlayStation2,2007-10-09,70,2.3,FrontierDevelopments,"Strategy,General",1-4 ,11,34
5949,FIFA Soccer 08,PC,2007-10-09,77,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,7,71
10121,Thrillville: Off the Rails,PC,2007-10-09,70,3.5,FrontierDevelopments,"Strategy,General,General",1-4 ,8,37
7283,Folklore,PlayStation3,2007-10-09,75,8.1,"GameRepublic,JapanStudio","Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,55,171
9297,Thrillville: Off the Rails,PSP,2007-10-09,72,1.5,FrontierDevelopments,"Strategy,General,General",2  Online,7,28
12554,FIFA Soccer 08,Wii,2007-10-09,65,6.0,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,13,27
3655,FIFA Soccer 08,PlayStation3,2007-10-09,81,7.1,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",4  Online,28,50
8546,Star Wars Battlefront: Renegade Squadron,PSP,2007-10-09,73,7.8,Rebellion,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,35,52
17888,Looney Tunes: Acme Arsenal,Wii,2007-10-09,27,5.8,RedTribe,"Action,Action Adventure,Fantasy,Platformer,Fantasy,3D",1-4 ,7,18
15121,Bleach: Shattered Blade,Wii,2007-10-09,58,7.3,PolygonMagic,"Action,Fighting,Fighting,3D,3D",No Online Multiplayer,30,26
7785,Sega Rally Revo,PSP,2007-10-09,74,7.5,Bugbear,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",Up to 4 ,14,11
2565,RACE 07: Official WTCC Game,PC,2007-10-09,83,8.8,SimBin,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",24  Online,22,195
12167,Looney Tunes: Duck Amuck,DS,2007-10-09,66,0.0,WayForward,"Action,Miscellaneous,General,General,Party / Minigame",2  Online,16,0
6988,Sega Rally Revo,PlayStation3,2007-10-09,75,7.1,SEGARacingStudio,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",Up to 6 ,40,21
12059,Touch Detective 2 1/2,DS,2007-10-09,67,0.0,BeeWorks,"Adventure,General,General",No Online Multiplayer,13,0
2525,FIFA Soccer 08,PlayStation2,2007-10-09,83,6.9,EACanada,"Sports,Traditional,Soccer,Sim",4  Online,12,46
2883,Neverwinter Nights 2: Mask of The Betrayer,PC,2007-10-09,82,8.5,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",4  Online,25,213
3121,FIFA Soccer 08,Xbox360,2007-10-09,82,7.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",32  Online,43,61
2423,Bleach: The Blade of Fate,DS,2007-10-09,83,7.3,Treasure,"Action,Fighting,Fighting,2D,2D",4  Online,32,26
17575,Looney Tunes: Acme Arsenal,Xbox360,2007-10-09,40,7.1,RedTribe,"Action,Action Adventure,Fantasy,Platformer,Fantasy,3D",2  Online,15,14
5668,Sega Rally Revo,Xbox360,2007-10-09,77,7.3,SEGARacingStudio,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",Up to 6 ,42,34
820,Final Fantasy Tactics: The War of the Lions,PSP,2007-10-09,88,9.1,TOSE,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,41,401
14583,Flipper Critters,DS,2007-10-09,60,0.0,ZenStudios,"Miscellaneous,Parlor,Pinball,Pinball",1-2 ,13,0
17661,Looney Tunes: Acme Arsenal,PlayStation2,2007-10-09,38,5.2,RedTribe,"Action Adventure,Fantasy",1-2 ,10,12
1148,Puzzle Quest: Challenge of the Warlords,Xbox360,2007-10-10,87,8.3,InfiniteInteractive,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",2  Online,29,39
418,Portal,PC,2007-10-10,90,9.2,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,27,5187
444,Half-Life 2: Episode Two,PC,2007-10-10,90,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,21,2349
30,The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",Up to 32 ,34,1804
29,The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",Up to 16 ,54,879
209,Team Fortress 2,PC,2007-10-10,92,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",Up to 32 ,17,6724
17941,Yaris,Xbox360,2007-10-10,17,4.3,BackboneEntertainment,"Driving,Racing,Arcade,Arcade,Automobile",2  Online,7,129
1933,Puzzle Quest: Challenge of the Warlords,PC,2007-10-10,84,7.8,InfiniteInteractive,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",1 Player,7,98
2430,Everyday Shooter,PlayStation3,2007-10-11,83,7.3,BackboneEntertainment,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",1 Player,26,24
7191,NBA 08,PSP,2007-10-12,75,7.5,SCEA,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,18,8
13377,NBA 08,PlayStation3,2007-10-12,63,6.0,SCEASanDiegoStudios,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,37,4
8710,Tony Hawk's Proving Ground,PlayStation3,2007-10-15,73,6.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",Up to 8 ,36,21
7250,Guilty Gear XX Accent Core,Wii,2007-10-15,75,8.3,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",No Online Multiplayer,15,20
4993,Tony Hawk's Proving Ground,DS,2007-10-15,79,6.7,VicariousVisions,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",4  Online,21,6
8860,Tony Hawk's Proving Ground,Xbox360,2007-10-15,72,5.6,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",Up to 8 ,59,47
14925,Flash Focus: Vision Training in Minutes a Day,DS,2007-10-15,59,4.4,"Nintendo,NamcoBandaiGames","Miscellaneous,Edutainment,Edutainment",1-2 ,22,5
14262,Fullmetal Alchemist: Trading Card Game,DS,2007-10-15,61,7.5,MagellanInteractive,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",2  Online,7,4
17111,The History Channel: Great Battles of Rome,PC,2007-10-15,46,3.2,"SlitherineSoftware,Slitherine","Strategy,Real-Time,Historic,General",1-2 ,9,5
17649,Seven Kingdoms: Conquest,PC,2007-10-15,38,4.0,"EnlightSoftware,InfiniteInteractive","Strategy,Real-Time,Historic,Historic,Command",4  Online,14,11
15532,Tony Hawk's Proving Ground,Wii,2007-10-15,57,6.2,Page44Studios,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",1-2 ,8,19
6202,Mercury Meltdown Revolution,Wii,2007-10-15,77,7.5,IgnitionEntertainment,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer,41,19
8674,Beautiful Katamari,Xbox360,2007-10-16,73,7.0,NowProduction,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",Up to 4 ,52,43
16744,SWAT: Target Liberty,PSP,2007-10-16,50,6.2,3GStudios,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",4  Online,26,12
17104,Fish Tycoon,DS,2007-10-16,46,7.0,"LDW,BigFishGames","Strategy,Tycoon,Management,Tycoon,Business / Tycoon",No info,9,6
16356,Spider-Man 3,PSP,2007-10-16,52,7.2,Treyarch,"Action,Action Adventure,Platformer,General,Platformer,3D,3D",No Online Multiplayer,7,15
11416,Rockstar Games presents Table Tennis,Wii,2007-10-16,68,5.6,RockstarSanDiego,"Sports,Traditional,Individual,Tennis,Other,Tennis",1-2 ,36,22
11048,Death to Spies,PC,2007-10-16,69,7.5,HaggardGames,"Action Adventure,Modern,General,Modern",1 Player,14,39
14128,Disney Hannah Montana: Music Jam,DS,2007-10-16,61,5.0,GorillaGames,"Action,General,General",No info,10,6
12323,Agatha Christie: Evil Under the Sun,PC,2007-10-16,66,7.2,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",No info,18,20
10502,Heroes of Might and Magic V: Tribes of the East,PC,2007-10-16,70,8.7,NivalInteractive,"Strategy,Turn-Based,Fantasy,General,Fantasy",8  Online,8,125
15958,Fury,PC,2007-10-16,55,4.7,Auran,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,15,37
8280,Prism: Light the Way,DS,2007-10-17,73,0.0,GameSauce,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",2  Online,21,0
5566,Every Extend Extra Extreme,Xbox360,2007-10-17,78,7.2,CycloneZero,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",2  Online,23,17
13066,Speedball 2: Brutal Deluxe,Xbox360,2007-10-17,64,8.7,Razorworks,"Sports,Alternative,Team,Futuristic,Futuristic",2  Online,17,10
14582,The Legend of Spyro: The Eternal Night,Wii,2007-10-18,60,6.2,KromeStudios,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,8,25
15145,Hired Guns: The Jagged Edge,PC,2007-10-19,58,6.4,GFIRussia,"Strategy,Turn-Based,Modern,Modern",No info,10,10
15872,Hard to be a God,PC,2007-10-19,55,6.8,BurutSoftware,"Role-Playing,PC-style RPG,Western-Style",No info,11,27
9786,The Sims 2: Castaway,PlayStation2,2007-10-22,71,8.2,EARedwoodShores,"Miscellaneous,Virtual Life",1 Player,17,23
12467,EA Playground,Wii,2007-10-22,66,7.6,EACanada,"Action,General,General",1-4 ,32,30
9732,Juiced 2: Hot Import Nights,PlayStation3,2007-10-22,71,6.9,JuiceGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 8 ,10,9
12298,The Sims 2: Castaway,DS,2007-10-22,66,4.1,FullFat,"Simulation,Miscellaneous,General,Virtual,Virtual Life",1 Player,8,9
3813,Ace Combat 6: Fires of Liberation,Xbox360,2007-10-23,80,8.0,ProjectAces,"Action,Simulation,Flight,Flight,Combat",Up to 16 ,54,115
674,Ratchet & Clank Future: Tools of Destruction,PlayStation3,2007-10-23,89,8.8,"InsomniacGames,SCE/WWS","Action,Platformer,Platformer,3D,3D",No Online Multiplayer,70,774
10921,Conan,Xbox360,2007-10-23,69,7.4,Nihilistic,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,49,75
17229,Napoleon Dynamite: The Game,DS,2007-10-23,45,7.3,7Studios,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Party / Minigame,General",1 Player,9,4
3092,Flight Simulator X: Acceleration,PC,2007-10-23,82,7.2,MicrosoftGameStudios,"Simulation,Flight,Modern Jet,Combat",No info,15,30
3757,Age of Empires III: The Asian Dynasties,PC,2007-10-23,81,8.4,BigHugeGames,"Strategy,Real-Time,Historic,Historic,Command",8  Online,19,95
14943,Victorious Boxers: Revolution,Wii,2007-10-23,59,5.5,"CaviaInc.,GrandprixInc.","Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",No Online Multiplayer,26,8
15850,Disney/Pixar Ratatouille,PlayStation3,2007-10-23,55,5.6,HeavyIronStudios,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,8,7
17677,Napoleon Dynamite: The Game,PSP,2007-10-23,37,4.6,7Studios,"Action,Miscellaneous,Puzzle,General,General,Puzzle,Party / Minigame,General",1-2 ,14,7
17255,Battlestar Galactica,PC,2007-10-23,45,0.0,Auran,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,7,0
5903,Tomb Raider: Anniversary,Xbox360,2007-10-23,77,8.4,CrystalDynamics,"Action Adventure,Modern,Modern,Linear",No Online Multiplayer,33,51
16830,Namco Museum Remix,Wii,2007-10-23,49,7.4,TOSE,"Miscellaneous,Compilation,Compilation",1-4 ,18,7
5319,Mega Man ZX Advent,DS,2007-10-23,78,8.8,IntiCreates,"Action,Platformer,Platformer,2D,2D",2  Online,27,87
8843,Front Mission,DS,2007-10-23,72,7.4,SquareEnix,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,Tactics",2  Online,19,13
1345,Worldwide Soccer Manager 2008,PC,2007-10-23,86,7.5,SportsInteractive,"Sports,Traditional,Team,Soccer,Management,Management",No info,15,22
3705,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007-10-23,81,9.0,Capcom,"Adventure,First-Person,Visual Novel,Modern,Modern",No Online Multiplayer,45,189
14586,EA Playground,DS,2007-10-23,60,7.6,PiranhaGames,"Action,General,General",4  Online,8,13
7596,Naruto: Clash of Ninja Revolution,Wii,2007-10-23,74,7.9,8ing/Raizing,"Action,Fighting,Fighting,3D,3D",1-4 ,23,28
4134,Castlevania: The Dracula X Chronicles,PSP,2007-10-23,80,8.2,Konami,"Action,Miscellaneous,Platformer,Platformer,Compilation,2D,2D",No Online Multiplayer,43,86
13747,MotoGP 07,PlayStation2,2007-10-23,62,8.0,Milestone,"Driving,Racing,Motorcycle,Street",1-2 ,26,8
13537,Clive Barker's Jericho,PC,2007-10-23,63,7.6,"MercurySteam,AlchemicProductions","Action Adventure,Horror,Horror,Survival",1 Player,25,264
8166,The Sims 2: Castaway,Wii,2007-10-23,73,7.8,Maxis,"Simulation,Miscellaneous,General,Virtual,Virtual Life",No Online Multiplayer,19,11
14681,Clive Barker's Jericho,PlayStation3,2007-10-23,60,7.3,"MercurySteam,AlchemicProductions","Action Adventure,Horror,Horror,Survival",No Online Multiplayer,34,62
1058,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007-10-23,87,8.6,Capcom,"Adventure,General,General",1-4 ,59,130
16469,Dawn of Magic,PC,2007-10-23,52,5.8,"1C,SkyFallen,1CEntertainment","Role-Playing,Third-Person,Action RPG",16  Online,17,25
13481,Clive Barker's Jericho,Xbox360,2007-10-23,63,7.5,"MercurySteam,AlchemicProductions","Action Adventure,Horror,Horror,Survival",1 Player,46,80
15358,Naruto: Path of the Ninja,DS,2007-10-23,57,7.2,TOSE,"Role-Playing,General,General,Japanese-Style",No Online Multiplayer,18,9
10988,Conan,PlayStation3,2007-10-23,69,7.2,Nihilistic,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,35,48
7477,The Eye of Judgment,PlayStation3,2007-10-24,75,8.2,SCEJ,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",2  Online,43,51
15871,Battlestar Galactica,Xbox360,2007-10-24,55,6.7,Auran,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",8  Online,13,11
7361,Exit,Xbox360,2007-10-24,75,7.7,TaitoCorporation,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player,12,7
8270,Crash of the Titans,DS,2007-10-25,73,6.8,AmazeEntertainment,"Action,Platformer,General,3D",2  Online,8,26
13978,Escape From Paradise City,PC,2007-10-26,62,7.6,SiriusGames,"Role-Playing,General,General",8  Online,21,5
12906,Painkiller: Overdose,PC,2007-10-26,65,6.5,MindwareStudios,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",8  Online,22,85
